Time,Conc(ug/m3),Qtot(m3),AT(C),WS(MPS),no(V),RH(%),Delta(C),AT(C),E,U,M,I,L,R,N,F,P,D,C,T,
11/24/18 14:00,      2, 0.834,  26.8,   2.2, 0.009,    19,  37.4,   5.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 15:00,      2, 0.835,  27.1,   2.2, 0.009,    18,  37.3,   5.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 16:00,      2, 0.834,  25.9,   2.1, 0.009,    19,  37.4,   3.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 17:00,      1, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -0.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 18:00,      4, 0.834,  25.6,   2.1, 0.009,    20,  37.4,  -1.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 19:00,      3, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 20:00,      3, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 21:00,      4, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 22:00,     -1, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/24/18 23:00,     -2, 0.834,  25.5,   2.1, 0.009,    18,  37.4,  -3.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 00:00,     -1, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -3.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 01:00,      3, 0.834,  25.4,   2.1, 0.009,    18,  37.3,  -4.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 02:00,     -0, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 03:00,     -4, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 04:00,      2, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 05:00,      1, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 06:00,     -0, 0.834,  25.4,   2.1, 0.009,    18,  37.4,  -4.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 07:00,      2, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 08:00,      2, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 09:00,      0, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -2.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 10:00,      2, 0.834,  25.8,   2.1, 0.009,    21,  37.4,  -1.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 11:00,      4, 0.834,  26.0,   2.1, 0.009,    23,  37.4,   2.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 12:00,      3, 0.834,  25.9,   2.1, 0.009,    21,  37.4,   3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 13:00,      2, 0.834,  25.8,   2.1, 0.009,    19,  37.5,   4.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 14:00,      3, 0.835,  25.8,   2.1, 0.009,    19,  37.5,   5.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 15:00,      2, 0.834,  25.8,   2.1, 0.009,    20,  37.4,   4.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 16:00,      3, 0.834,  25.7,   2.1, 0.009,    20,  37.4,   3.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 17:00,      5, 0.834,  25.8,   2.1, 0.009,    20,  37.4,   1.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 18:00,      5, 0.834,  25.7,   2.1, 0.009,    20,  37.5,  -0.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 19:00,      4, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -1.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 20:00,      4, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -1.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 21:00,      4, 0.834,  25.6,   2.1, 0.009,    19,  37.5,  -2.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 22:00,      4, 0.834,  25.5,   2.1, 0.009,    19,  37.5,  -2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/25/18 23:00,      3, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 00:00,      1, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 01:00,      2, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 02:00,      2, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -2.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 03:00,      1, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -2.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 04:00,      3, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -2.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 05:00,      0, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -2.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 06:00,     -1, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 07:00,      3, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -1.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 08:00,      4, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -1.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 09:00,     16, 0.834,  25.8,   2.1, 0.009,    20,  37.4,  -0.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 10:00,      3, 0.834,  25.8,   2.1, 0.009,    20,  37.4,  -0.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 11:00,      3, 0.834,  25.8,   2.1, 0.009,    20,  37.4,   0.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 12:00,      5, 0.834,  25.8,   2.1, 0.009,    21,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 13:00,      8, 0.834,  25.8,   2.1, 0.009,    21,  37.4,   2.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 14:00,     10, 0.834,  25.9,   2.1, 0.009,    21,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 15:00,     13, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 16:00,     21, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 17:00,     18, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   1.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 18:00,     15, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 19:00,      9, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 20:00,      8, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 21:00,      8, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 22:00,     12, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/26/18 23:00,      8, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   1.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 00:00,      6, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   1.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 01:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   1.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 02:00,      5, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   1.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 03:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   1.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 04:00,     10, 0.835,  25.7,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 05:00,      9, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 06:00,      8, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 07:00,     25, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 08:00,     20, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 09:00,     10, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 10:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 11:00,     -1, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 12:00,      1, 0.834,  25.7,   2.1, 0.009,    25,  37.4,   4.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 13:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 14:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 15:00,      4, 0.834,  25.6,   2.1, 0.009,    24,  37.4,   4.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 16:00,      3, 0.835,  25.7,   2.1, 0.009,    24,  37.4,   4.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 17:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 18:00,      8, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   3.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 19:00,      5, 0.835,  25.7,   2.1, 0.009,    24,  37.4,   3.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 20:00,      6, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 21:00,      7, 0.835,  25.7,   2.1, 0.009,    23,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 22:00,      6, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/27/18 23:00,      7, 0.835,  25.8,   2.1, 0.009,    23,  37.4,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 00:00,     10, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 01:00,     18, 0.835,  25.8,   2.1, 0.009,    23,  37.3,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 02:00,     42, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 03:00,     59, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 04:00,     55, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 05:00,     26, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 06:00,     29, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 07:00,     31, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 08:00,     44, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 09:00,     59, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 10:00,     48, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 11:00,     14, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   4.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 12:00,     14, 0.834,  25.6,   2.1, 0.009,    23,  37.4,   4.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 13:00,     11, 0.834,  25.5,   2.1, 0.009,    22,  37.4,   5.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 14:00,     16, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   5.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 15:00,     20, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   5.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 16:00,     25, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   4.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 17:00,     27, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   4.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 18:00,     35, 0.834,  25.8,   2.1, 0.009,    24,  37.4,   3.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 19:00,     22, 0.834,  25.8,   2.1, 0.009,    24,  37.4,   3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 20:00,     35, 0.834,  25.8,   2.1, 0.009,    24,  37.4,   3.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 21:00,     25, 0.834,  25.8,   2.1, 0.009,    24,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 22:00,     41, 0.834,  25.8,   2.1, 0.009,    24,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/28/18 23:00,     28, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 00:00,     23, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   2.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 01:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 02:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   2.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 03:00,      2, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 04:00,      4, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 05:00,     17, 0.835,  25.8,   2.1, 0.009,    23,  37.4,   2.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 06:00,     14, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 07:00,     11, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 08:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 09:00,     21, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   2.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 10:00,     30, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 11:00,     16, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   3.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 12:00,      6, 0.834,  25.6,   2.1, 0.009,    24,  37.4,   4.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 13:00,      9, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   4.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 14:00,     10, 0.834,  25.6,   2.1, 0.009,    23,  37.4,   4.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 15:00,      7, 0.835,  25.6,   2.1, 0.009,    24,  37.4,   4.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 16:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   3.7,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 17:00,      6, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 18:00,      4, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   3.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 19:00,      5, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   3.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 20:00,      2, 0.835,  25.7,   2.1, 0.009,    24,  37.4,   3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 21:00,     -0, 0.834,  25.7,   2.1, 0.009,    24,  37.4,   2.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 22:00,      6, 0.834,  25.8,   2.1, 0.009,    24,  37.4,   2.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/29/18 23:00,     16, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 00:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 01:00,      8, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.1,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 02:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 03:00,      6, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 04:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   1.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 05:00,      7, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 06:00,      8, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 07:00,      9, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 08:00,      9, 0.834,  25.8,   2.1, 0.009,    23,  37.4,   1.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 09:00,     16, 0.835,  25.8,   2.1, 0.009,    23,  37.4,   2.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 10:00,     10, 0.834,  25.7,   2.1, 0.009,    23,  37.4,   2.5,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 11:00,      7, 0.835,  25.7,   2.1, 0.009,    23,  37.4,   3.0,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 12:00,      4, 0.835,  25.7,   2.1, 0.009,    22,  37.4,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 13:00,      5, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 14:00,      4, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 15:00,      3, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   3.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 16:00,      4, 0.835,  25.7,   2.1, 0.009,    22,  37.5,   3.3,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 17:00,      2, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   2.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 18:00,      0, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 19:00,      4, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 20:00,     16, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.8,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 21:00,     13, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.6,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 22:00,     17, 0.834,  25.8,   2.1, 0.009,    22,  37.4,   1.4,0,0,0,0,0,0,0,0,0,1,0,0,
11/30/18 23:00,     11, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.8,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 00:00,     17, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.5,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 01:00,      9, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   0.5,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 02:00,      7, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   0.4,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 03:00,      6, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   0.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 04:00,      6, 0.834,  25.6,   2.1, 0.009,    21,  37.4,  -0.4,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 05:00,      5, 0.834,  25.6,   2.1, 0.009,    21,  37.4,  -0.5,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 06:00,      4, 0.835,  25.6,   2.1, 0.009,    21,  37.4,  -0.3,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 07:00,      6, 0.834,  25.7,   2.1, 0.009,    21,  37.4,  -0.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 08:00,      6, 0.834,  25.7,   2.1, 0.009,    21,  37.5,  -0.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 09:00,     10, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   0.6,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 10:00,      8, 0.834,  25.8,   2.1, 0.009,    21,  37.4,   1.6,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 11:00,      5, 0.834,  25.8,   2.1, 0.009,    21,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 12:00,      5, 0.835,  25.8,   2.1, 0.009,    20,  37.4,   2.8,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 13:00,      2, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   2.6,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 14:00,      5, 0.835,  25.7,   2.1, 0.009,    22,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 15:00,      5, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   2.2,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 16:00,     15, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   1.9,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 17:00,      9, 0.834,  25.7,   2.1, 0.009,    22,  37.4,   1.4,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 18:00,      8, 0.835,  25.7,   2.1, 0.009,    21,  37.4,   0.8,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 19:00,      7, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   0.2,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 20:00,      5, 0.835,  25.8,   2.1, 0.009,    21,  37.4,   0.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 21:00,      3, 0.834,  25.7,   2.1, 0.009,    21,  37.4,  -0.2,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 22:00,      5, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   0.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/01/18 23:00,      7, 0.834,  25.8,   2.1, 0.009,    21,  37.4,   0.4,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 00:00,      6, 0.834,  25.8,   2.1, 0.009,    21,  37.5,   0.3,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 01:00,      8, 0.834,  25.7,   2.1, 0.009,    21,  37.4,   0.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 02:00,      5, 0.834,  25.7,   2.1, 0.009,    21,  37.4,  -0.3,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 03:00,     -0, 0.834,  25.7,   2.1, 0.009,    20,  37.4,  -1.3,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 04:00,     -0, 0.834,  25.6,   2.1, 0.009,    19,  37.4,  -2.4,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 05:00,      2, 0.834,  25.5,   2.1, 0.009,    19,  37.4,  -3.0,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 06:00,      3, 0.834,  25.5,   2.1, 0.009,    18,  37.4,  -3.3,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 07:00,      4, 0.834,  25.5,   2.1, 0.009,    18,  37.4,  -3.7,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 08:00,      3, 0.834,  25.4,   2.1, 0.009,    18,  37.5,  -4.3,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 09:00,      2, 0.834,  25.6,   2.1, 0.009,    18,  37.4,  -4.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 10:00,     -0, 0.834,  26.1,   2.1, 0.009,    20,  37.4,  -1.4,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 11:00,     -1, 0.834,  26.2,   2.1, 0.009,    17,  37.4,   1.5,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 12:00,      3, 0.835,  26.0,   2.1, 0.009,    16,  37.4,   3.1,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 13:00,      2, 0.834,  25.9,   2.1, 0.009,    16,  37.4,   4.0,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 14:00,      0, 0.834,  26.0,   2.1, 0.009,    16,  37.4,   5.0,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 15:00,      2, 0.834,  26.4,   2.1, 0.009,    15,  37.4,   4.6,0,0,0,0,0,0,0,0,0,1,0,0,
12/02/18 16:00,      4, 0.834,  25.8,   2.1, 0.009,    16,  37.4,   3.1,0,0,0,0,0,0,0,0,0,1,0,0,
