MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
58351965,1026 Kernville EBAM,35.75507,-118.4175,1/19/2019 6:00:00 AM,NA,0.001,0.004,16.7,0.5,44,6.6,84,35,13.4,15.9,0,PM 10,NA,NA,13.45,1/19/2019 6:04:15 AM,1/19/2019 6:05:00 AM
58352386,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 7:00:00 AM,NA,-0.002,0.011,16.7,0.4,76,5.6,87,35,13.4,15.6,0,PM 10,NA,NA,13.44,1/19/2019 7:04:15 AM,1/19/2019 7:08:00 AM
58352736,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 8:00:00 AM,NA,0.011,0.003,16.7,0.4,48,5.1,87,35,13.5,14.9,0,PM 10,NA,NA,13.44,1/19/2019 8:04:15 AM,1/19/2019 8:05:00 AM
58353022,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 9:00:00 AM,NA,0.008,0.013,16.7,0.3,28,4.4,88,35,13.4,14.6,0,PM 10,NA,NA,13.44,1/19/2019 9:04:15 AM,1/19/2019 9:05:00 AM
58353349,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 10:00:00 AM,NA,0.045,0.048,16.7,0.3,14,4,88,35,13.5,13.9,0,PM 10,NA,NA,13.44,1/19/2019 10:04:16 AM,1/19/2019 10:05:00 AM
58353753,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 11:00:00 AM,NA,-0.005,-0.005,16.7,0.3,50,3.6,89,35,13.4,13.6,0,PM 10,NA,NA,13.44,1/19/2019 11:04:17 AM,1/19/2019 11:09:00 AM
58354128,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 12:00:00 PM,NA,0.028,0.015,16.7,0.3,12,3,89,35,13.5,12.9,0,PM 10,NA,NA,13.44,1/19/2019 12:04:17 PM,1/19/2019 12:05:00 PM
58354439,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 1:00:00 PM,NA,-0.005,0.002,16.6,0.3,45,2.7,89,37,13.4,13,0,PM 10,NA,NA,13.44,1/19/2019 1:04:18 PM,1/19/2019 1:05:00 PM
58354794,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 2:00:00 PM,NA,0.004,0.003,16.7,0.3,37,2.2,89,36,13.4,12.9,0,PM 10,NA,NA,13.44,1/19/2019 2:04:19 PM,1/19/2019 2:11:00 PM
58355211,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 3:00:00 PM,NA,0.01,0.014,16.7,0.3,16,2,89,35,13.4,12.6,0,PM 10,NA,NA,13.44,1/19/2019 3:04:19 PM,1/19/2019 3:05:00 PM
58355617,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 4:00:00 PM,NA,0.004,0.005,16.7,0.3,41,2,89,36,13.4,12.5,0,PM 10,NA,NA,13.44,1/19/2019 4:04:20 PM,1/19/2019 4:05:00 PM
58355962,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 5:00:00 PM,NA,0.009,0.011,16.7,0.3,131,3.3,89,36,13.4,13.6,0,PM 10,NA,NA,13.44,1/19/2019 5:04:21 PM,1/19/2019 5:09:00 PM
58356250,1026 Kernville EBAM,35.75511,-118.4175,1/19/2019 6:00:00 PM,NA,0.015,0.008,16.7,0.7,162,7,80,33,13.7,16.3,0,PM 10,NA,NA,13.44,1/19/2019 6:04:12 PM,1/19/2019 6:07:00 PM
58356682,1026 Kernville EBAM,35.7551,-118.4175,1/19/2019 7:00:00 PM,NA,-0.001,0.002,16.7,1.1,170,10.1,64,30,13.8,17.2,0,PM 10,NA,NA,13.48,1/19/2019 7:04:13 PM,1/19/2019 7:05:00 PM
58357133,1026 Kernville EBAM,35.7551,-118.4175,1/19/2019 8:00:00 PM,NA,0.006,0.006,16.7,0.9,176,12.1,55,28,13.8,18.4,0,PM 10,NA,NA,13.48,1/19/2019 8:04:14 PM,1/19/2019 8:05:00 PM
58357452,1026 Kernville EBAM,35.7551,-118.4175,1/19/2019 9:00:00 PM,NA,0.003,0.003,16.7,1.1,178,13.8,51,28,13.8,18.5,0,PM 10,NA,NA,13.48,1/19/2019 9:04:15 PM,1/19/2019 9:07:00 PM
58357732,1026 Kernville EBAM,35.7551,-118.4175,1/19/2019 10:00:00 PM,NA,-0.005,-0.005,16.7,1,175,16.6,44,24,13.8,21.8,0,PM 10,NA,NA,13.48,1/19/2019 10:04:16 PM,1/19/2019 10:05:00 PM
58358138,1026 Kernville EBAM,35.7551,-118.4175,1/19/2019 11:00:00 PM,NA,0.009,0.011,16.7,1.1,186,18.3,41,21,13.8,26,0,PM 10,NA,NA,13.48,1/19/2019 11:04:17 PM,1/19/2019 11:05:00 PM
58358515,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 12:00:00 AM,NA,0.006,0.004,16.7,1.2,219,18.4,43,22,13.8,25.8,0,PM 10,NA,NA,13.48,1/20/2019 12:04:18 AM,1/20/2019 12:05:00 AM
58358856,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 1:00:00 AM,NA,0.012,0.017,16.6,0.5,240,16,53,25,13.8,23.7,0,PM 10,NA,NA,13.48,1/20/2019 1:04:19 AM,1/20/2019 1:07:00 AM
58359116,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 2:00:00 AM,NA,0.015,0.016,16.7,0.5,35,11.5,70,32,13.8,18.9,0,PM 10,NA,NA,13.48,1/20/2019 2:04:20 AM,1/20/2019 2:06:00 AM
58359493,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 3:00:00 AM,NA,0.005,-0.004,16.7,0.6,48,9.7,75,35,13.6,17.1,0,PM 10,NA,NA,13.48,1/20/2019 3:04:20 AM,1/20/2019 3:05:00 AM
58359859,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 4:00:00 AM,NA,0.002,0.017,16.7,0.5,48,8.3,79,35,13.5,16.8,0,PM 10,NA,NA,13.48,1/20/2019 4:04:21 AM,1/20/2019 4:05:00 AM
58360190,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 5:00:00 AM,NA,0.015,0.013,16.7,0.4,52,7.8,77,35,13.6,15.7,0,PM 10,NA,NA,13.48,1/20/2019 5:04:22 AM,1/20/2019 5:07:00 AM
58360485,1026 Kernville EBAM,35.7551,-118.4175,1/20/2019 6:00:00 AM,NA,0.005,-0.005,16.7,0.4,54,6.8,80,35,13.5,15.4,0,PM 10,NA,NA,13.48,1/20/2019 6:04:22 AM,1/20/2019 6:09:00 AM
58360870,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 7:00:00 AM,NA,0.009,0.013,16.7,0.4,53,5.9,82,35,13.5,15.1,0,PM 10,NA,NA,13.48,1/20/2019 7:04:23 AM,1/20/2019 7:05:00 AM
58361231,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 8:00:00 AM,NA,0.003,0.007,16.7,0.6,74,6.6,76,35,13.5,14.4,0,PM 10,NA,NA,13.48,1/20/2019 8:04:24 AM,1/20/2019 8:05:00 AM
58361531,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 9:00:00 AM,NA,0.016,0.015,16.7,0.5,152,6.1,79,35,13.5,14.6,0,PM 10,NA,NA,13.48,1/20/2019 9:04:24 AM,1/20/2019 9:06:00 AM
58361859,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 10:00:00 AM,NA,0.01,-0,16.7,0.5,65,5.9,77,35,13.6,13.7,0,PM 10,NA,NA,13.48,1/20/2019 10:04:25 AM,1/20/2019 10:12:00 AM
58362268,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 11:00:00 AM,NA,0.01,0.027,16.7,0.6,156,5.5,77,35,13.6,13.5,0,PM 10,NA,NA,13.48,1/20/2019 11:04:26 AM,1/20/2019 11:06:00 AM
58362659,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 12:00:00 PM,NA,0.005,-0.005,16.7,0.6,103,4.7,80,35,13.5,13.6,0,PM 10,NA,NA,13.48,1/20/2019 12:04:27 PM,1/20/2019 12:07:00 PM
58362945,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 1:00:00 PM,NA,-0.002,0.008,16.6,0.5,121,4.6,82,36,13.5,14.1,0,PM 10,NA,NA,13.48,1/20/2019 1:04:28 PM,1/20/2019 1:07:00 PM
58363242,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 2:00:00 PM,NA,-0,0.007,16.7,0.4,39,3.8,83,35,13.5,13.8,0,PM 10,NA,NA,13.48,1/20/2019 2:04:29 PM,1/20/2019 2:06:00 PM
58363654,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 3:00:00 PM,NA,0.012,-0.005,16.7,0.4,109,3.3,85,36,13.4,13.5,0,PM 10,NA,NA,13.48,1/20/2019 3:04:30 PM,1/20/2019 3:06:00 PM
58364074,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 4:00:00 PM,NA,0.008,0.012,16.7,0.3,322,2.8,86,35,13.5,13.2,0,PM 10,NA,NA,13.48,1/20/2019 4:04:31 PM,1/20/2019 4:06:00 PM
58364368,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 5:00:00 PM,NA,0.01,0.021,16.7,0.5,163,4.4,82,35,13.5,14.1,0,PM 10,NA,NA,13.48,1/20/2019 5:04:32 PM,1/20/2019 5:05:00 PM
58364647,1026 Kernville EBAM,35.75511,-118.4175,1/20/2019 6:00:00 PM,NA,0.01,0.001,16.7,0.5,184,7.5,70,32,13.8,14.9,0,PM 10,NA,NA,13.48,1/20/2019 6:04:13 PM,1/20/2019 6:05:00 PM
58365092,1026 Kernville EBAM,35.75507,-118.4174,1/20/2019 7:00:00 PM,NA,-0.002,-0.003,16.7,1.2,199,10.6,57,28,13.8,17.2,0,PM 10,NA,NA,13.49,1/20/2019 7:04:14 PM,1/20/2019 7:07:00 PM
58365474,1026 Kernville EBAM,35.75507,-118.4174,1/20/2019 8:00:00 PM,NA,0.004,0.005,16.7,0.9,199,13.2,46,24,13.8,19.2,0,PM 10,NA,NA,13.49,1/20/2019 8:04:15 PM,1/20/2019 8:05:00 PM
58365769,1026 Kernville EBAM,35.75507,-118.4174,1/20/2019 9:00:00 PM,NA,0.007,0.005,16.7,0.5,234,14.3,44,22,13.8,21.2,0,PM 10,NA,NA,13.49,1/20/2019 9:04:16 PM,1/20/2019 9:05:00 PM
58366061,1026 Kernville EBAM,35.75507,-118.4174,1/20/2019 10:00:00 PM,NA,0.008,0.004,16.7,0.5,231,15.6,42,22,13.8,22.3,0,PM 10,NA,NA,13.49,1/20/2019 10:04:17 PM,1/20/2019 10:06:00 PM
58366462,1026 Kernville EBAM,35.75507,-118.4174,1/20/2019 11:00:00 PM,NA,0.014,0.018,16.7,1.2,172,17.3,42,22,13.8,23.7,0,PM 10,NA,NA,13.49,1/20/2019 11:04:18 PM,1/20/2019 11:07:00 PM
58366770,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 12:00:00 AM,NA,0.001,0.006,16.7,1.9,161,16.8,47,25,13.8,22.3,0,PM 10,NA,NA,13.49,1/21/2019 12:04:19 AM,1/21/2019 12:08:00 AM
58367035,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 1:00:00 AM,NA,0.016,0.013,16.6,1.1,152,15.2,53,28,13.8,20.6,0,PM 10,NA,NA,13.49,1/21/2019 1:04:20 AM,1/21/2019 1:05:00 AM
58367322,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 2:00:00 AM,NA,0.011,0.006,16.7,0.6,84,12.8,60,31,13.8,18.4,0,PM 10,NA,NA,13.49,1/21/2019 2:04:21 AM,1/21/2019 2:05:00 AM
58367695,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 3:00:00 AM,NA,-0.005,-0.005,16.7,1.3,153,12.5,63,33,13.8,17.5,0,PM 10,NA,NA,13.49,1/21/2019 3:04:22 AM,1/21/2019 3:05:00 AM
58368021,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 4:00:00 AM,NA,0.016,0.027,16.7,1.1,154,12.5,61,32,13.8,17.5,0,PM 10,NA,NA,13.49,1/21/2019 4:04:23 AM,1/21/2019 4:09:00 AM
58368278,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 5:00:00 AM,NA,-0.005,-0.002,16.7,1.7,174,11.9,66,35,13.7,17.5,0,PM 10,NA,NA,13.49,1/21/2019 5:04:24 AM,1/21/2019 5:06:00 AM
58368527,1026 Kernville EBAM,35.75507,-118.4174,1/21/2019 6:00:00 AM,NA,0.015,0.003,16.7,1.3,296,12.2,58,31,13.8,17,0,PM 10,NA,NA,13.49,1/21/2019 6:04:25 AM,1/21/2019 6:05:00 AM
58368901,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 7:00:00 AM,NA,-0.005,-0.003,16.7,1.6,282,11.3,59,32,13.7,16.1,0,PM 10,NA,NA,13.48,1/21/2019 7:04:26 AM,1/21/2019 7:06:00 AM
58369298,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 8:00:00 AM,NA,0.006,0.004,16.7,1.4,304,8.7,75,37,13.4,15.7,0,PM 10,NA,NA,13.48,1/21/2019 8:04:27 AM,1/21/2019 8:07:00 AM
58369602,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 9:00:00 AM,NA,0.005,0.001,16.7,1.5,316,7,76,36,13.4,14.7,0,PM 10,NA,NA,13.48,1/21/2019 9:04:28 AM,1/21/2019 9:09:00 AM
58369867,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 10:00:00 AM,NA,0.003,0.008,16.7,1.6,343,4.2,83,39,13.4,12.5,0,PM 10,NA,NA,13.48,1/21/2019 10:04:29 AM,1/21/2019 10:09:00 AM
58370272,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 11:00:00 AM,NA,0.021,0.017,16.7,1,333,4.2,76,36,13.6,11.7,0,PM 10,NA,NA,13.48,1/21/2019 11:04:30 AM,1/21/2019 11:06:00 AM
58370724,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 12:00:00 PM,NA,-0.005,-0.005,16.7,0.7,321,4.7,67,35,13.6,10.7,0,PM 10,NA,NA,13.48,1/21/2019 12:04:31 PM,1/21/2019 12:06:00 PM
58371165,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 1:00:00 PM,NA,0.007,0.013,16.6,1.6,302,4.7,64,35,13.7,10.3,0,PM 10,NA,NA,13.48,1/21/2019 1:04:32 PM,1/21/2019 1:09:00 PM
58371572,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 2:00:00 PM,NA,-0.005,-0.005,16.7,1.3,306,4.7,66,36,13.5,10.8,0,PM 10,NA,NA,13.48,1/21/2019 2:04:33 PM,1/21/2019 2:06:00 PM
58372087,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 3:00:00 PM,NA,0.021,0.02,16.7,0.9,287,4.4,65,34,13.7,10.7,0,PM 10,NA,NA,13.48,1/21/2019 3:04:34 PM,1/21/2019 3:06:00 PM
58372540,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 4:00:00 PM,NA,0.001,-0.002,16.7,0.8,82,4.7,61,34,13.8,9.5,0,PM 10,NA,NA,13.48,1/21/2019 4:04:35 PM,1/21/2019 4:06:00 PM
58372955,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 5:00:00 PM,NA,-0.002,0.001,16.7,0.9,187,5,65,34,13.7,11,0,PM 10,NA,NA,13.48,1/21/2019 5:04:36 PM,1/21/2019 5:07:00 PM
58373317,1026 Kernville EBAM,35.75509,-118.4175,1/21/2019 6:00:00 PM,NA,-0,-0,16.7,0.6,150,6.9,53,27,13.8,13.1,0,PM 10,NA,NA,13.48,1/21/2019 6:04:13 PM,1/21/2019 6:05:00 PM
58373846,1026 Kernville EBAM,35.75506,-118.4175,1/21/2019 7:00:00 PM,NA,-0.001,-0,16.7,1.5,276,8.6,46,24,13.8,14.9,0,PM 10,NA,NA,13.47,1/21/2019 7:04:14 PM,1/21/2019 7:05:00 PM
58374360,1026 Kernville EBAM,35.75506,-118.4175,1/21/2019 8:00:00 PM,NA,-0.002,-0.005,4.8,1.8,276,9.6,43,28,14.2,14.5,256,PM 10,NA,NA,13.47,1/21/2019 8:04:15 PM,1/21/2019 8:09:00 PM
58374682,1026 Kernville EBAM,35.75506,-118.4175,1/21/2019 9:00:00 PM,NA,0.002,0.002,16.7,1.9,293,10.3,40,25,13.8,13.9,0,PM 10,NA,NA,13.47,1/21/2019 9:04:16 PM,1/21/2019 9:05:00 PM
58375085,1026 Kernville EBAM,35.75506,-118.4175,1/21/2019 10:00:00 PM,NA,-0.003,-0.004,16.7,2,285,10.7,38,22,13.8,16.3,0,PM 10,NA,NA,13.47,1/21/2019 10:04:17 PM,1/21/2019 10:07:00 PM
58375680,1026 Kernville EBAM,35.75506,-118.4175,1/21/2019 11:00:00 PM,NA,0.004,0.006,16.7,1.9,297,11,35,18,13.8,19.3,0,PM 10,NA,NA,13.47,1/21/2019 11:04:18 PM,1/21/2019 11:09:00 PM
58376069,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 12:00:00 AM,NA,0.007,0.006,16.7,1.7,312,10.6,37,20,13.8,18.5,0,PM 10,NA,NA,13.47,1/22/2019 12:04:19 AM,1/22/2019 12:05:00 AM
58376405,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 1:00:00 AM,NA,0.015,0.013,16.6,1.3,337,8.7,45,23,13.9,15.7,0,PM 10,NA,NA,13.47,1/22/2019 1:04:20 AM,1/22/2019 1:05:00 AM
58376707,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 2:00:00 AM,NA,0.009,0.012,16.7,1.4,178,6.4,59,32,13.9,11.5,0,PM 10,NA,NA,13.47,1/22/2019 2:04:21 AM,1/22/2019 2:05:00 AM
58377101,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 3:00:00 AM,NA,0.007,0.005,16.7,1,134,5.5,63,34,13.8,10.2,0,PM 10,NA,NA,13.47,1/22/2019 3:04:22 AM,1/22/2019 3:05:00 AM
58377540,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 4:00:00 AM,NA,0.007,0.008,16.7,1,188,5,67,35,13.7,10.9,0,PM 10,NA,NA,13.47,1/22/2019 4:04:23 AM,1/22/2019 4:09:00 AM
58377812,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 5:00:00 AM,NA,-0.003,0.004,16.7,0.7,71,4,71,35,13.7,11,0,PM 10,NA,NA,13.47,1/22/2019 5:04:24 AM,1/22/2019 5:05:00 AM
58378071,1026 Kernville EBAM,35.75506,-118.4175,1/22/2019 6:00:00 AM,NA,0.007,0.003,16.7,0.5,49,2.3,78,35,13.6,10.9,0,PM 10,NA,NA,13.47,1/22/2019 6:04:25 AM,1/22/2019 6:05:00 AM
58378480,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 7:00:00 AM,NA,0.011,0.002,16.7,0.4,36,1.8,79,35,13.6,10.7,0,PM 10,NA,NA,13.48,1/22/2019 7:04:26 AM,1/22/2019 7:07:00 AM
58378818,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 8:00:00 AM,NA,0.017,0.026,16.7,0.6,35,1.2,80,35,13.6,10.6,0,PM 10,NA,NA,13.48,1/22/2019 8:04:27 AM,1/22/2019 8:07:00 AM
58379068,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 9:00:00 AM,NA,-0,-0.005,16.7,0.3,36,0.6,81,35,13.6,9.7,0,PM 10,NA,NA,13.48,1/22/2019 9:04:28 AM,1/22/2019 9:05:00 AM
58379362,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 10:00:00 AM,NA,0.003,0.012,16.7,0.4,15,1,76,35,13.7,9,0,PM 10,NA,NA,13.48,1/22/2019 10:04:29 AM,1/22/2019 10:08:00 AM
58379781,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 11:00:00 AM,NA,0.022,0.015,16.7,0.5,21,0.6,75,35,13.7,8.2,0,PM 10,NA,NA,13.48,1/22/2019 11:04:30 AM,1/22/2019 11:08:00 AM
58380220,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 12:00:00 PM,NA,-0.004,-0.004,16.7,1.3,28,2.2,60,34,13.9,6.6,0,PM 10,NA,NA,13.48,1/22/2019 12:04:31 PM,1/22/2019 12:05:00 PM
58380644,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 1:00:00 PM,NA,-0.004,-0.005,16.6,1.2,23,1.8,58,34,13.9,6,0,PM 10,NA,NA,13.48,1/22/2019 1:04:32 PM,1/22/2019 1:05:00 PM
58381145,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 2:00:00 PM,NA,0.001,0.007,16.7,0.8,27,0.1,65,34,13.8,6.2,0,PM 10,NA,NA,13.48,1/22/2019 2:04:33 PM,1/22/2019 2:06:00 PM
58381677,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 3:00:00 PM,NA,0.008,-0,16.7,1.1,20,1,58,34,13.9,5.2,0,PM 10,NA,NA,13.48,1/22/2019 3:04:34 PM,1/22/2019 3:07:00 PM
58382137,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 4:00:00 PM,NA,0.003,0.006,16.7,0.8,333,0.7,57,33,13.9,4.9,0,PM 10,NA,NA,13.48,1/22/2019 4:04:35 PM,1/22/2019 4:06:00 PM
58382573,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 5:00:00 PM,NA,-0.005,-0.005,16.7,0.7,66,0.7,58,32,13.9,5.6,0,PM 10,NA,NA,13.48,1/22/2019 5:04:36 PM,1/22/2019 5:11:00 PM
58382936,1026 Kernville EBAM,35.75508,-118.4175,1/22/2019 6:00:00 PM,NA,0.001,-0,16.7,0.8,121,5,40,21,13.9,11.7,0,PM 10,NA,NA,13.48,1/22/2019 6:04:13 PM,1/22/2019 6:07:00 PM
58383520,1026 Kernville EBAM,35.75505,-118.4175,1/22/2019 7:00:00 PM,NA,-0.001,-0.005,16.7,0.9,39,6.7,33,17,13.9,15.3,0,PM 10,NA,NA,13.46,1/22/2019 7:04:14 PM,1/22/2019 7:07:00 PM
58384004,1026 Kernville EBAM,35.75505,-118.4175,1/22/2019 8:00:00 PM,NA,0.006,0.009,16.7,1.1,187,7.9,33,18,13.9,15.1,0,PM 10,NA,NA,13.46,1/22/2019 8:04:15 PM,1/22/2019 8:05:00 PM
58384411,1026 Kernville EBAM,35.75505,-118.4175,1/22/2019 9:00:00 PM,NA,-0,-0,16.7,1.3,206,9.7,28,18,13.8,14.1,0,PM 10,NA,NA,13.46,1/22/2019 9:04:16 PM,1/22/2019 9:05:00 PM
58384809,1026 Kernville EBAM,35.75505,-118.4175,1/22/2019 10:00:00 PM,NA,-0.003,-0.003,16.7,1.6,188,12.2,32,20,13.8,16.9,0,PM 10,NA,NA,13.46,1/22/2019 10:04:17 PM,1/22/2019 10:05:00 PM
58385302,1026 Kernville EBAM,35.75505,-118.4175,1/22/2019 11:00:00 PM,NA,0.007,0.009,16.7,1.7,195,13.5,29,17,13.8,20.7,0,PM 10,NA,NA,13.46,1/22/2019 11:04:18 PM,1/22/2019 11:05:00 PM
58385757,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 12:00:00 AM,NA,0.002,-0,16.7,1.5,186,12.7,30,18,13.8,19,0,PM 10,NA,NA,13.46,1/23/2019 12:04:19 AM,1/23/2019 12:05:00 AM
58386103,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 1:00:00 AM,NA,0.011,0.009,16.6,1,177,11.2,36,20,13.9,17.3,0,PM 10,NA,NA,13.46,1/23/2019 1:04:20 AM,1/23/2019 1:07:00 AM
58386418,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 2:00:00 AM,NA,0.02,0.016,16.7,0.5,26,6.8,55,26,13.8,13.5,0,PM 10,NA,NA,13.46,1/23/2019 2:04:21 AM,1/23/2019 2:07:00 AM
58386862,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 3:00:00 AM,NA,0.01,0.014,16.7,0.5,41,4.4,63,32,13.8,10.4,0,PM 10,NA,NA,13.46,1/23/2019 3:04:22 AM,1/23/2019 3:11:00 AM
58387194,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 4:00:00 AM,NA,0.008,0.006,16.7,0.5,48,3.2,64,33,13.9,8.7,0,PM 10,NA,NA,13.46,1/23/2019 4:04:23 AM,1/23/2019 4:06:00 AM
58387532,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 5:00:00 AM,NA,0.002,0.003,16.7,0.7,42,4.1,57,32,13.8,8.3,0,PM 10,NA,NA,13.46,1/23/2019 5:04:24 AM,1/23/2019 5:07:00 AM
58387838,1026 Kernville EBAM,35.75505,-118.4175,1/23/2019 6:00:00 AM,NA,0.012,0.015,16.7,0.5,55,2.9,61,32,13.9,8.3,0,PM 10,NA,NA,13.46,1/23/2019 6:04:25 AM,1/23/2019 6:07:00 AM
58388230,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 7:00:00 AM,NA,0.009,0.008,16.7,0.5,52,3.3,60,32,13.8,8.1,0,PM 10,NA,NA,13.47,1/23/2019 7:04:26 AM,1/23/2019 7:06:00 AM
58388591,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 8:00:00 AM,NA,0.006,0.006,16.7,0.7,57,1.8,66,34,13.8,7.3,0,PM 10,NA,NA,13.47,1/23/2019 8:04:27 AM,1/23/2019 8:05:00 AM
58388892,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 9:00:00 AM,NA,-0.005,-0.003,16.7,1.5,23,4.8,50,30,13.8,7.9,0,PM 10,NA,NA,13.47,1/23/2019 9:04:28 AM,1/23/2019 9:05:00 AM
58389226,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 10:00:00 AM,NA,0.01,0.014,16.7,0.6,133,2.2,61,32,13.8,7.8,0,PM 10,NA,NA,13.47,1/23/2019 10:04:29 AM,1/23/2019 10:15:00 AM
58389706,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 11:00:00 AM,NA,0.007,-0.001,16.7,0.5,63,0.8,68,34,13.8,6.9,0,PM 10,NA,NA,13.47,1/23/2019 11:04:30 AM,1/23/2019 11:13:00 AM
58390167,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 12:00:00 PM,NA,-0.003,0.001,16.7,0.4,44,0.1,72,35,13.7,6.9,0,PM 10,NA,NA,13.47,1/23/2019 12:04:31 PM,1/23/2019 12:09:00 PM
58390590,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 1:00:00 PM,NA,0.004,0.011,16.6,0.5,55,-0.1,73,35,13.7,7.7,0,PM 10,NA,NA,13.47,1/23/2019 1:04:32 PM,1/23/2019 1:06:00 PM
58391023,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 2:00:00 PM,NA,-0.004,-0,16.7,0.5,52,-0.8,77,35,13.6,7.8,0,PM 10,NA,NA,13.47,1/23/2019 2:04:33 PM,1/23/2019 2:06:00 PM
58391564,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 3:00:00 PM,NA,0.028,0.023,16.7,0.4,16,-1.3,78,35,13.6,7.6,0,PM 10,NA,NA,13.47,1/23/2019 3:04:34 PM,1/23/2019 3:09:00 PM
58392003,1026 Kernville EBAM,35.7551,-118.4174,1/23/2019 4:00:00 PM,NA,0.011,-0.004,16.7,0.3,20,-1.6,80,35,13.6,7.4,0,PM 10,NA,NA,13.47,1/23/2019 4:04:35 PM,1/23/2019 4:07:00 PM
