MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
58265397,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 8:00:00 AM,NA,-0.002,0.002,16.7,1,31,8.6,71,35,13.6,15.5,0,PM 10,NA,NA,13.45,1/10/2019 8:04:12 AM,1/10/2019 8:05:00 AM
58265730,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 9:00:00 AM,NA,0.005,0.001,16.7,1,45,7.9,72,35,13.5,15.3,0,PM 10,NA,NA,13.45,1/10/2019 9:04:12 AM,1/10/2019 9:06:00 AM
58266027,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 10:00:00 AM,NA,0.015,0.02,16.7,0.3,38,5.2,82,35,13.6,14.4,0,PM 10,NA,NA,13.45,1/10/2019 10:04:12 AM,1/10/2019 10:15:00 AM
58266474,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 11:00:00 AM,NA,-0.005,-0.005,16.7,0.4,35,4.2,85,36,13.5,14.1,0,PM 10,NA,NA,13.45,1/10/2019 11:04:12 AM,1/10/2019 11:06:00 AM
58266879,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 12:00:00 PM,NA,0.006,0.013,16.7,0.5,68,4.8,81,35,13.6,14.1,0,PM 10,NA,NA,13.45,1/10/2019 12:04:12 PM,1/10/2019 12:05:00 PM
58267297,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 1:00:00 PM,NA,0.001,-0.005,16.6,0.3,95,3.4,85,36,13.5,13.8,0,PM 10,NA,NA,13.45,1/10/2019 1:04:12 PM,1/10/2019 1:05:00 PM
58267784,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 2:00:00 PM,NA,0.005,0.007,16.7,0.3,44,2.6,87,35,13.6,12.9,0,PM 10,NA,NA,13.45,1/10/2019 2:04:12 PM,1/10/2019 2:06:00 PM
58268327,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 3:00:00 PM,NA,0.005,0.002,16.7,0.3,31,2,88,36,13.5,12.7,0,PM 10,NA,NA,13.45,1/10/2019 3:04:12 PM,1/10/2019 3:05:00 PM
58268825,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 4:00:00 PM,NA,0.006,0.004,16.7,0.3,64,1.7,88,36,13.5,12.4,0,PM 10,NA,NA,13.45,1/10/2019 4:04:12 PM,1/10/2019 4:05:00 PM
58269248,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 5:00:00 PM,NA,-0.003,0.007,16.7,0.3,68,2.4,89,36,13.6,13.2,0,PM 10,NA,NA,13.45,1/10/2019 5:04:12 PM,1/10/2019 5:06:00 PM
58269640,1026 Kernville EBAM,35.75507,-118.4174,1/10/2019 6:00:00 PM,NA,0.015,0.007,16.7,0.9,167,7,76,32,13.8,15.9,0,PM 10,NA,NA,13.45,1/10/2019 6:04:12 PM,1/10/2019 6:05:00 PM
58270211,1026 Kernville EBAM,35.75507,-118.4175,1/10/2019 7:00:00 PM,NA,-0.005,-0,16.7,1.1,199,10.4,55,27,13.9,17.1,0,PM 10,NA,NA,13.45,1/10/2019 7:04:12 PM,1/10/2019 7:05:00 PM
58270726,1026 Kernville EBAM,35.75507,-118.4175,1/10/2019 8:00:00 PM,NA,0.01,0.007,16.7,1.3,211,12.1,43,23,13.8,17.7,0,PM 10,NA,NA,13.45,1/10/2019 8:04:12 PM,1/10/2019 8:05:00 PM
58271130,1026 Kernville EBAM,35.75507,-118.4175,1/10/2019 9:00:00 PM,NA,-0,-0.003,16.7,1.2,188,12.9,44,25,13.8,17.3,0,PM 10,NA,NA,13.45,1/10/2019 9:04:12 PM,1/10/2019 9:05:00 PM
58271538,1026 Kernville EBAM,35.75507,-118.4175,1/10/2019 10:00:00 PM,NA,-0,0.001,16.7,1.6,199,15,42,24,13.8,19.9,0,PM 10,NA,NA,13.45,1/10/2019 10:04:12 PM,1/10/2019 10:06:00 PM
58272084,1026 Kernville EBAM,35.75507,-118.4175,1/10/2019 11:00:00 PM,NA,-0.001,-0.002,16.7,1.3,209,16.6,34,18,13.8,24.4,0,PM 10,NA,NA,13.45,1/10/2019 11:04:12 PM,1/10/2019 11:08:00 PM
58272615,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 12:00:00 AM,NA,0.004,0.007,16.7,0.8,246,16.7,35,17,13.7,25.5,0,PM 10,NA,NA,13.45,1/11/2019 12:04:12 AM,1/11/2019 12:06:00 AM
58273008,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 1:00:00 AM,NA,0.014,0.013,16.6,0.7,350,13.1,48,22,13.8,21.4,0,PM 10,NA,NA,13.45,1/11/2019 1:04:12 AM,1/11/2019 1:07:00 AM
58273342,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 2:00:00 AM,NA,0.008,0.008,16.7,0.5,46,8.7,62,28,13.7,15.8,0,PM 10,NA,NA,13.45,1/11/2019 2:04:12 AM,1/11/2019 2:06:00 AM
58273754,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 3:00:00 AM,NA,0.011,0.007,16.7,0.6,50,6.9,67,33,13.7,12.8,0,PM 10,NA,NA,13.45,1/11/2019 3:04:12 AM,1/11/2019 3:05:00 AM
58274143,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 4:00:00 AM,NA,0.009,0.013,16.7,0.5,50,5.8,70,34,13.7,11.5,0,PM 10,NA,NA,13.45,1/11/2019 4:04:12 AM,1/11/2019 4:05:00 AM
58274450,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 5:00:00 AM,NA,-0.003,-0.005,16.7,0.8,18,7.4,57,31,13.7,11.5,0,PM 10,NA,NA,13.45,1/11/2019 5:04:12 AM,1/11/2019 5:08:00 AM
58274717,1026 Kernville EBAM,35.75507,-118.4175,1/11/2019 6:00:00 AM,NA,0.004,0.007,16.7,1.3,12,8.7,49,28,13.7,12.3,0,PM 10,NA,NA,13.45,1/11/2019 6:04:12 AM,1/11/2019 6:05:00 AM
58275134,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 7:00:00 AM,NA,0.008,0.005,16.7,1,8,8,48,27,13.7,12.3,0,PM 10,NA,NA,13.45,1/11/2019 7:04:12 AM,1/11/2019 7:05:00 AM
58275486,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 8:00:00 AM,NA,-0.001,0.003,16.7,1.7,20,8.1,45,26,13.7,11.9,0,PM 10,NA,NA,13.45,1/11/2019 8:04:12 AM,1/11/2019 8:05:00 AM
58275802,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 9:00:00 AM,NA,0.006,0.001,16.7,2.2,26,7.5,45,26,13.8,11.4,0,PM 10,NA,NA,13.45,1/11/2019 9:04:12 AM,1/11/2019 9:06:00 AM
58276126,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 10:00:00 AM,NA,0.003,0.006,16.7,2.2,27,7.6,42,25,13.7,11.2,0,PM 10,NA,NA,13.45,1/11/2019 10:04:12 AM,1/11/2019 10:10:00 AM
58276555,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 11:00:00 AM,NA,0.005,-0,16.7,2.1,19,7,43,25,13.7,10.8,0,PM 10,NA,NA,13.45,1/11/2019 11:04:12 AM,1/11/2019 11:05:00 AM
58276982,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 12:00:00 PM,NA,0.005,0.005,16.7,2,25,6.8,41,25,13.7,10.6,0,PM 10,NA,NA,13.45,1/11/2019 12:04:12 PM,1/11/2019 12:05:00 PM
58277436,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 1:00:00 PM,NA,-0.002,0.001,16.6,1.8,23,6.1,42,26,13.8,9.9,0,PM 10,NA,NA,13.45,1/11/2019 1:04:12 PM,1/11/2019 1:05:00 PM
58277943,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 2:00:00 PM,NA,0.001,-0,16.7,1.9,25,5.8,42,27,13.8,9.3,0,PM 10,NA,NA,13.45,1/11/2019 2:04:12 PM,1/11/2019 2:05:00 PM
58278523,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 3:00:00 PM,NA,0.005,0.005,16.7,1.7,18,5.9,42,26,13.8,9.2,0,PM 10,NA,NA,13.45,1/11/2019 3:04:12 PM,1/11/2019 3:06:00 PM
58279035,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 4:00:00 PM,NA,0.004,0.006,16.7,1.9,17,6,40,26,13.8,9.5,0,PM 10,NA,NA,13.45,1/11/2019 4:04:12 PM,1/11/2019 4:12:00 PM
58279396,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 5:00:00 PM,NA,-0,0.001,16.7,1.6,15,6.9,38,24,13.8,10.3,0,PM 10,NA,NA,13.45,1/11/2019 5:04:12 PM,1/11/2019 5:05:00 PM
58279841,1026 Kernville EBAM,35.75513,-118.4175,1/11/2019 6:00:00 PM,NA,0.001,-0.002,16.7,1.5,354,8.4,34,21,13.8,12.8,0,PM 10,NA,NA,13.45,1/11/2019 6:04:12 PM,1/11/2019 6:06:00 PM
58280394,1026 Kernville EBAM,35.75506,-118.4174,1/11/2019 7:00:00 PM,NA,0.003,0.008,16.7,1.2,350,10.8,29,18,13.8,16.1,0,PM 10,NA,NA,13.47,1/11/2019 7:04:12 PM,1/11/2019 7:05:00 PM
58280979,1026 Kernville EBAM,35.75506,-118.4174,1/11/2019 8:00:00 PM,NA,0.002,-0.002,16.7,0.9,332,11.9,28,17,13.8,17.4,0,PM 10,NA,NA,13.47,1/11/2019 8:04:12 PM,1/11/2019 8:05:00 PM
58281416,1026 Kernville EBAM,35.75506,-118.4174,1/11/2019 9:00:00 PM,NA,0.006,0.002,16.7,0.9,337,13.2,27,17,13.8,18.7,0,PM 10,NA,NA,13.47,1/11/2019 9:04:12 PM,1/11/2019 9:08:00 PM
58281829,1026 Kernville EBAM,35.75506,-118.4174,1/11/2019 10:00:00 PM,NA,0.006,0.008,16.7,0.7,326,13.6,30,18,13.8,19.5,0,PM 10,NA,NA,13.47,1/11/2019 10:04:12 PM,1/11/2019 10:05:00 PM
58282390,1026 Kernville EBAM,35.75506,-118.4174,1/11/2019 11:00:00 PM,NA,0.004,0.008,16.7,0.7,10,13.4,33,19,13.8,19.3,0,PM 10,NA,NA,13.47,1/11/2019 11:04:12 PM,1/11/2019 11:06:00 PM
58282857,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 12:00:00 AM,NA,0.01,0.007,16.7,0.6,333,13,38,20,13.7,19.3,0,PM 10,NA,NA,13.47,1/12/2019 12:04:12 AM,1/12/2019 12:08:00 AM
58283198,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 1:00:00 AM,NA,0.007,0.007,16.6,0.6,41,11.1,50,25,13.8,17.7,0,PM 10,NA,NA,13.47,1/12/2019 1:04:12 AM,1/12/2019 1:06:00 AM
58283514,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 2:00:00 AM,NA,0.01,0.01,16.7,0.6,41,9.5,55,28,13.8,15.3,0,PM 10,NA,NA,13.47,1/12/2019 2:04:12 AM,1/12/2019 2:05:00 AM
58283949,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 3:00:00 AM,NA,0.004,0.006,16.7,0.6,42,8.2,59,30,13.8,13.6,0,PM 10,NA,NA,13.47,1/12/2019 3:04:12 AM,1/12/2019 3:05:00 AM
58284402,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 4:00:00 AM,NA,0.007,0.005,16.7,0.7,39,7.6,60,32,13.8,12.5,0,PM 10,NA,NA,13.47,1/12/2019 4:04:12 AM,1/12/2019 4:08:00 AM
58284702,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 5:00:00 AM,NA,0.007,0.004,16.7,0.5,55,7.2,62,32,13.8,12.4,0,PM 10,NA,NA,13.47,1/12/2019 5:04:12 AM,1/12/2019 5:08:00 AM
58284989,1026 Kernville EBAM,35.75506,-118.4174,1/12/2019 6:00:00 AM,NA,0.005,0.012,16.7,0.6,45,7,63,32,13.8,12.2,0,PM 10,NA,NA,13.47,1/12/2019 6:04:12 AM,1/12/2019 6:06:00 AM
58285364,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 7:00:00 AM,NA,0.003,0.002,16.7,0.7,46,6.9,63,33,13.8,12,0,PM 10,NA,NA,13.44,1/12/2019 7:04:12 AM,1/12/2019 7:05:00 AM
58285735,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 8:00:00 AM,NA,0.002,-0.002,16.7,0.7,26,7.2,61,32,13.8,11.9,0,PM 10,NA,NA,13.44,1/12/2019 8:04:12 AM,1/12/2019 8:05:00 AM
58286028,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 9:00:00 AM,NA,0.003,0.005,16.7,0.8,35,7.4,59,31,13.8,12.1,0,PM 10,NA,NA,13.44,1/12/2019 9:04:12 AM,1/12/2019 9:05:00 AM
58286310,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 10:00:00 AM,NA,0.007,0.005,16.7,0.8,23,7.3,60,32,13.8,12.1,0,PM 10,NA,NA,13.44,1/12/2019 10:04:12 AM,1/12/2019 10:05:00 AM
58286739,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 11:00:00 AM,NA,-0.005,-0.005,16.7,1.6,207,10,47,28,13.8,13.2,0,PM 10,NA,NA,13.44,1/12/2019 11:04:12 AM,1/12/2019 11:05:00 AM
58287177,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 12:00:00 PM,NA,0.005,0.004,16.7,1.4,171,11.1,42,25,13.8,15.2,0,PM 10,NA,NA,13.44,1/12/2019 12:04:12 PM,1/12/2019 12:05:00 PM
58287611,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 1:00:00 PM,NA,-0.005,-0.004,16.6,1.8,204,11.7,39,24,13.8,15.4,0,PM 10,NA,NA,13.44,1/12/2019 1:04:12 PM,1/12/2019 1:06:00 PM
58287962,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 2:00:00 PM,NA,0.006,0.003,16.7,3.2,216,12.4,34,22,13.7,16,0,PM 10,NA,NA,13.44,1/12/2019 2:04:12 PM,1/12/2019 2:05:00 PM
58288470,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 3:00:00 PM,NA,0.007,0.011,16.7,3.2,204,11.2,42,25,13.7,15.4,0,PM 10,NA,NA,13.44,1/12/2019 3:04:12 PM,1/12/2019 3:05:00 PM
58288925,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 4:00:00 PM,NA,0.011,0.009,16.7,3.2,213,9.2,54,31,13.8,13.5,0,PM 10,NA,NA,13.44,1/12/2019 4:04:12 PM,1/12/2019 4:06:00 PM
58289263,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 5:00:00 PM,NA,0.007,0.009,16.7,1.9,205,8.4,60,33,13.8,12.9,0,PM 10,NA,NA,13.44,1/12/2019 5:04:12 PM,1/12/2019 5:05:00 PM
58289636,1026 Kernville EBAM,35.75515,-118.4174,1/12/2019 6:00:00 PM,NA,-0.005,-0.005,16.7,1.4,179,8.3,63,34,13.7,13.4,0,PM 10,NA,NA,13.44,1/12/2019 6:04:12 PM,1/12/2019 6:05:00 PM
58290212,1026 Kernville EBAM,35.75505,-118.4174,1/12/2019 7:00:00 PM,NA,0.018,0.023,16.7,1.4,179,8,69,34,13.7,14.3,0,PM 10,NA,NA,13.44,1/12/2019 7:04:12 PM,1/12/2019 7:07:00 PM
58290650,1026 Kernville EBAM,35.75505,-118.4174,1/12/2019 8:00:00 PM,NA,0.003,0.002,16.7,0.8,167,8,69,34,13.7,14.1,0,PM 10,NA,NA,13.44,1/12/2019 8:04:12 PM,1/12/2019 8:05:00 PM
58290997,1026 Kernville EBAM,35.75505,-118.4174,1/12/2019 9:00:00 PM,NA,-0,0.003,16.7,0.7,148,8.5,65,33,13.8,14.3,0,PM 10,NA,NA,13.44,1/12/2019 9:04:12 PM,1/12/2019 9:05:00 PM
58291396,1026 Kernville EBAM,35.75505,-118.4174,1/12/2019 10:00:00 PM,NA,0.003,0.001,16.7,0.6,161,8.5,69,33,13.7,14.8,0,PM 10,NA,NA,13.44,1/12/2019 10:04:12 PM,1/12/2019 10:12:00 PM
58291785,1026 Kernville EBAM,35.75505,-118.4174,1/12/2019 11:00:00 PM,NA,0.003,-0,16.7,0.7,177,7.9,77,35,13.5,15.8,0,PM 10,NA,NA,13.44,1/12/2019 11:04:12 PM,1/12/2019 11:05:00 PM
58292157,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 12:00:00 AM,NA,0.005,0.006,16.7,0.6,185,8.2,72,34,13.7,15.2,0,PM 10,NA,NA,13.44,1/13/2019 12:04:12 AM,1/13/2019 12:05:00 AM
58292482,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 1:00:00 AM,NA,0.002,0.012,16.6,0.4,108,8.1,71,34,13.7,15.3,0,PM 10,NA,NA,13.44,1/13/2019 1:04:12 AM,1/13/2019 1:05:00 AM
58292769,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 2:00:00 AM,NA,0.013,-0,16.7,0.5,48,6.6,79,35,13.5,15.3,0,PM 10,NA,NA,13.44,1/13/2019 2:04:13 AM,1/13/2019 2:07:00 AM
58293195,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 3:00:00 AM,NA,0.001,0.005,16.7,0.4,40,4.7,85,35,13.4,14.4,0,PM 10,NA,NA,13.44,1/13/2019 3:04:13 AM,1/13/2019 3:10:00 AM
58293499,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 4:00:00 AM,NA,0.011,0.01,16.7,0.3,33,3.9,86,35,13.4,14,0,PM 10,NA,NA,13.44,1/13/2019 4:04:13 AM,1/13/2019 4:05:00 AM
58293780,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 5:00:00 AM,NA,0.026,0.019,16.7,0.7,26,3.7,86,36,13.3,13.9,0,PM 10,NA,NA,13.44,1/13/2019 5:04:13 AM,1/13/2019 5:05:00 AM
58294060,1026 Kernville EBAM,35.75505,-118.4174,1/13/2019 6:00:00 AM,NA,0.003,0.009,16.7,0.6,40,3.4,85,36,13.5,13.1,0,PM 10,NA,NA,13.44,1/13/2019 6:04:13 AM,1/13/2019 6:06:00 AM
58294481,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 7:00:00 AM,NA,-0,-0.003,16.7,0.5,24,3.2,85,36,13.5,12.7,0,PM 10,NA,NA,13.48,1/13/2019 7:04:13 AM,1/13/2019 7:08:00 AM
58294798,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 8:00:00 AM,NA,0.022,0.014,16.7,0.6,31,3.1,83,35,13.5,12.4,0,PM 10,NA,NA,13.48,1/13/2019 8:04:13 AM,1/13/2019 8:05:00 AM
58295081,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 9:00:00 AM,NA,-0.005,-0.005,16.7,0.8,17,3,83,36,13.5,12.3,0,PM 10,NA,NA,13.48,1/13/2019 9:04:13 AM,1/13/2019 9:05:00 AM
58295361,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 10:00:00 AM,NA,0.005,0.009,16.7,0.7,14,2.9,80,35,13.5,12.1,0,PM 10,NA,NA,13.48,1/13/2019 10:04:13 AM,1/13/2019 10:05:00 AM
58295797,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 11:00:00 AM,NA,0.007,-0.004,16.7,0.5,37,2.1,81,35,13.5,11.2,0,PM 10,NA,NA,13.48,1/13/2019 11:04:13 AM,1/13/2019 11:06:00 AM
58296153,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 12:00:00 PM,NA,-0,0.013,16.7,0.8,14,2.6,78,35,13.5,11.1,0,PM 10,NA,NA,13.48,1/13/2019 12:04:13 PM,1/13/2019 12:05:00 PM
58296506,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 1:00:00 PM,NA,0.011,0.007,16.6,0.4,0,2.4,77,35,13.6,10.9,0,PM 10,NA,NA,13.48,1/13/2019 1:04:13 PM,1/13/2019 1:05:00 PM
58296854,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 2:00:00 PM,NA,0.005,-0.005,16.7,0.9,1,3.2,72,35,13.6,10.4,0,PM 10,NA,NA,13.48,1/13/2019 2:04:13 PM,1/13/2019 2:07:00 PM
58297258,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 3:00:00 PM,NA,0.01,0.021,16.7,0.8,18,2.7,72,35,13.6,10,0,PM 10,NA,NA,13.48,1/13/2019 3:04:13 PM,1/13/2019 3:05:00 PM
58297678,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 4:00:00 PM,NA,-0.005,-0.005,16.7,0.7,27,2.4,71,35,13.6,9.6,0,PM 10,NA,NA,13.48,1/13/2019 4:04:13 PM,1/13/2019 4:05:00 PM
58297988,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 5:00:00 PM,NA,0.019,0.008,16.7,0.9,25,3.4,67,34,13.7,9.6,0,PM 10,NA,NA,13.48,1/13/2019 5:04:13 PM,1/13/2019 5:05:00 PM
58298312,1026 Kernville EBAM,35.7551,-118.4174,1/13/2019 6:00:00 PM,NA,-0.005,-0.005,16.7,1.1,334,6.5,56,29,13.8,12.2,0,PM 10,NA,NA,13.48,1/13/2019 6:04:12 PM,1/13/2019 6:05:00 PM
58298766,1026 Kernville EBAM,35.7551,-118.4175,1/13/2019 7:00:00 PM,NA,-0.002,0.001,16.7,1,334,9.5,46,23,13.8,16.2,0,PM 10,NA,NA,13.45,1/13/2019 7:04:12 PM,1/13/2019 7:04:00 PM
58299226,1026 Kernville EBAM,35.7551,-118.4175,1/13/2019 8:00:00 PM,NA,0.006,0.007,16.7,0.8,44,11.4,42,22,13.7,17.4,0,PM 10,NA,NA,13.45,1/13/2019 8:04:12 PM,1/13/2019 8:05:00 PM
58299554,1026 Kernville EBAM,35.7551,-118.4175,1/13/2019 9:00:00 PM,NA,0.002,-0,16.7,1.8,175,13.2,37,21,13.7,18.2,0,PM 10,NA,NA,13.45,1/13/2019 9:04:12 PM,1/13/2019 9:05:00 PM
58299871,1026 Kernville EBAM,35.7551,-118.4175,1/13/2019 10:00:00 PM,NA,-0,0.002,16.7,2.5,188,13.7,30,19,13.7,18.6,0,PM 10,NA,NA,13.45,1/13/2019 10:04:12 PM,1/13/2019 10:05:00 PM
58300274,1026 Kernville EBAM,35.7551,-118.4175,1/13/2019 11:00:00 PM,NA,0.001,-0,16.7,2,184,13.9,29,18,13.7,19.3,0,PM 10,NA,NA,13.45,1/13/2019 11:04:12 PM,1/13/2019 11:05:00 PM
58300670,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 12:00:00 AM,NA,0.005,0.008,16.7,2.6,203,14.5,28,18,13.8,20.1,0,PM 10,NA,NA,13.45,1/14/2019 12:04:12 AM,1/14/2019 12:05:00 AM
58301023,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 1:00:00 AM,NA,0.007,0.007,16.6,1.9,191,12,36,21,13.8,17.3,0,PM 10,NA,NA,13.45,1/14/2019 1:04:12 AM,1/14/2019 1:08:00 AM
58301317,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 2:00:00 AM,NA,0.003,0.001,16.7,2,199,10.4,36,22,13.8,14.8,0,PM 10,NA,NA,13.45,1/14/2019 2:04:12 AM,1/14/2019 2:08:00 AM
58301688,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 3:00:00 AM,NA,0.004,0.001,16.7,2.5,205,10,37,23,13.8,13.8,0,PM 10,NA,NA,13.45,1/14/2019 3:04:12 AM,1/14/2019 3:05:00 AM
58302061,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 4:00:00 AM,NA,0.003,0.006,16.7,1.7,194,9.5,41,25,13.8,13.6,0,PM 10,NA,NA,13.45,1/14/2019 4:04:12 AM,1/14/2019 4:04:00 AM
58302376,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 5:00:00 AM,NA,0.003,0.001,16.7,1.1,173,9.2,40,24,13.8,13.5,0,PM 10,NA,NA,13.45,1/14/2019 5:04:12 AM,1/14/2019 5:07:00 AM
58302652,1026 Kernville EBAM,35.7551,-118.4175,1/14/2019 6:00:00 AM,NA,0.004,0.007,16.7,0.9,181,9,41,24,13.8,13.6,0,PM 10,NA,NA,13.45,1/14/2019 6:04:12 AM,1/14/2019 6:08:00 AM
58303014,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 7:00:00 AM,NA,0.002,0.001,16.7,2.1,216,10,37,23,13.8,13.7,0,PM 10,NA,NA,13.47,1/14/2019 7:04:12 AM,1/14/2019 7:04:00 AM
58303374,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 8:00:00 AM,NA,0.004,0.002,16.7,2.1,216,10.1,37,23,13.8,13.9,0,PM 10,NA,NA,13.47,1/14/2019 8:04:12 AM,1/14/2019 8:05:00 AM
58303659,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 9:00:00 AM,NA,0.002,0.005,16.7,2.2,207,10.3,37,23,13.8,13.9,0,PM 10,NA,NA,13.47,1/14/2019 9:04:12 AM,1/14/2019 9:05:00 AM
58303960,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 10:00:00 AM,NA,0.001,-0,16.7,1.7,212,10.3,37,23,13.8,14.4,0,PM 10,NA,NA,13.47,1/14/2019 10:04:12 AM,1/14/2019 10:05:00 AM
58304429,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 11:00:00 AM,NA,0.003,0.003,16.7,2.5,230,10.8,35,22,13.8,14.6,0,PM 10,NA,NA,13.47,1/14/2019 11:04:12 AM,1/14/2019 11:05:00 AM
58304841,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 12:00:00 PM,NA,0.003,0.002,16.7,2.5,219,10.8,35,22,13.8,14.7,0,PM 10,NA,NA,13.47,1/14/2019 12:04:12 PM,1/14/2019 12:05:00 PM
58305283,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 1:00:00 PM,NA,0.001,0.002,16.6,2.4,227,10.6,36,23,13.8,14.3,0,PM 10,NA,NA,13.47,1/14/2019 1:04:12 PM,1/14/2019 1:04:00 PM
58305794,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 2:00:00 PM,NA,0.003,0.007,16.7,1.8,212,10.2,37,23,13.8,14.2,0,PM 10,NA,NA,13.47,1/14/2019 2:04:12 PM,1/14/2019 2:05:00 PM
58306373,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 3:00:00 PM,NA,0.004,0.001,16.7,2.1,223,10.1,38,24,13.8,14,0,PM 10,NA,NA,13.47,1/14/2019 3:04:12 PM,1/14/2019 3:06:00 PM
58306920,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 4:00:00 PM,NA,0.002,0.002,16.7,1.8,227,10.1,40,24,13.8,14,0,PM 10,NA,NA,13.47,1/14/2019 4:04:12 PM,1/14/2019 4:06:00 PM
58307360,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 5:00:00 PM,NA,0.005,0.005,16.7,2.5,214,9.9,43,26,13.8,14,0,PM 10,NA,NA,13.47,1/14/2019 5:04:12 PM,1/14/2019 5:05:00 PM
58307836,1026 Kernville EBAM,35.75512,-118.4174,1/14/2019 6:00:00 PM,NA,0.001,-0,16.7,1.8,211,10,45,26,13.8,13.9,0,PM 10,NA,NA,13.47,1/14/2019 6:04:12 PM,1/14/2019 6:07:00 PM
